class_index,class_name,rank_in_class,source_file,source_stem,source_prompts_per_class,prompt_index,selection_score,anchor_similarity,intra_prompt_similarity,inter_prompt_similarity,anchor_margin,best_other_anchor_class,best_other_anchor_similarity,raw_prompt_text,encoded_prompt_text
0,Normal,1,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,9,0.5094338834285735,0.8829088807106018,0.8020814657211304,0.863224983215332,0.03822273015975952,Stealing,0.8446861505508423,an orderly scene with predictable everyday human activity,normal an orderly scene with predictable everyday human activity
0,Normal,2,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,9,0.5047544717788697,0.8763846158981323,0.7961349487304688,0.8613916039466858,0.03556400537490845,Stealing,0.8408206105232239,an orderly scene with predictable everyday activity,normal an orderly scene with predictable everyday activity
0,Normal,3,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,0,0.4941654443740844,0.8284585475921631,0.834297776222229,0.8517658114433289,-0.0062680840492248535,Fighting,0.8347266316413879,normal daily activity with people walking calmly in public areas,normal normal daily activity with people walking calmly in public areas
0,Normal,4,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,7,0.4924082398414611,0.8292384743690491,0.8056932091712952,0.8195948004722595,0.05379807949066162,Fighting,0.7754403948783875,a public area with ordinary walking and waiting,normal a public area with ordinary walking and waiting
0,Normal,5,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,7,0.4924082398414611,0.8292384743690491,0.8056932091712952,0.8195948004722595,0.05379807949066162,Fighting,0.7754403948783875,a public area with ordinary walking and waiting,normal a public area with ordinary walking and waiting
0,Normal,6,ucf_manual_class_prompts_5x_v3.json,ucf_manual_class_prompts_5x_v3,5,1,0.4868906080722809,0.8282018303871155,0.8019009828567505,0.83890300989151,0.016483426094055176,Fighting,0.8117184042930603,people waiting and talking in a public area,normal people waiting and talking in a public area
0,Normal,7,ucf_manual_class_prompts_5x_v4.json,ucf_manual_class_prompts_5x_v4,5,1,0.4868906080722809,0.8282018303871155,0.8019009828567505,0.83890300989151,0.016483426094055176,Fighting,0.8117184042930603,people waiting and talking in a public area,normal people waiting and talking in a public area
0,Normal,8,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,4,0.48411114215850826,0.8450780510902405,0.7719526886940002,0.8500684499740601,-0.03428119421005249,Stealing,0.879359245300293,routine activities occurring in a public place,normal routine activities occurring in a public place
0,Normal,9,ucf_manual_class_prompts_10x.json,ucf_manual_class_prompts_10x,10,8,0.47959692478179927,0.8462828397750854,0.7816179990768433,0.8901494741439819,-0.013716399669647217,Stealing,0.8599992394447327,people interacting casually without panic or force,normal people interacting casually without panic or force
0,Normal,10,ucf_manual_class_prompts_5x_v5.json,ucf_manual_class_prompts_5x_v5,5,1,0.47904891967773433,0.8053079843521118,0.800391674041748,0.8186128735542297,-0.017878472805023193,RoadAccidents,0.823186457157135,ordinary people and vehicles moving in a regular environment,normal ordinary people and vehicles moving in a regular environment
0,Normal,11,ucf_manual_class_prompts_10x_v2.json,ucf_manual_class_prompts_10x_v2,10,1,0.4713731646537781,0.8055567741394043,0.7784292697906494,0.8246700167655945,0.0018120408058166504,Fighting,0.8037447333335876,people chatting casually in an ordinary public area,normal people chatting casually in an ordinary public area
