eval_video_label,prompt_class_name,prompt_class_index,prompt_index,prompt_text,auc,ap,positive_mean,negative_mean,margin
Abuse,Normal,0,0,normal an orderly scene with predictable everyday human activity,47.80531609195402,5.379441170654123,0.5876056551933289,0.5954074859619141,-0.007801830768585205
Abuse,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,49.8132183908046,5.586360267613577,0.908922553062439,0.8504179120063782,0.05850464105606079
Abuse,Arrest,2,0,arrest a person being arrested by uniformed police officers,55.53879310344828,6.272009361475174,0.8177092671394348,0.7607117295265198,0.05699753761291504
Abuse,Arson,3,0,arson a person lighting material before flames spread,52.02945402298851,5.766473662698682,0.7839335203170776,0.72393798828125,0.05999553203582764
Abuse,Assault,4,0,assault an attacker swinging arms repeatedly at another person,56.910919540229884,6.370884695726921,0.8792942762374878,0.8063032031059265,0.07299107313156128
Abuse,Burglary,5,0,burglary a person illegally entering a building to steal property,48.54166666666666,5.54244034462721,0.955061137676239,0.9493069648742676,0.0057541728019714355
Abuse,Explosion,6,0,explosion a powerful blast destroying an object or structure,67.94540229885058,8.312235254285694,0.6438970565795898,0.5502941012382507,0.09360295534133911
Abuse,Fighting,7,0,fighting a public fight where both sides are physically attacking,55.707614942528735,6.2121572500008835,0.899139404296875,0.8407211899757385,0.058418214321136475
Abuse,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,71.4403735632184,26.442284869933815,0.9236049652099609,0.8716013431549072,0.05200362205505371
Abuse,Robbery,9,0,robbery a threatening person demanding valuables from a victim,44.70186781609195,5.132685814409939,0.9503389596939087,0.9363820552825928,0.013956904411315918
Abuse,Shooting,10,0,shooting a shooting incident involving a visible gun,57.94540229885057,6.696688038922679,0.8808294534683228,0.8154631853103638,0.06536626815795898
Abuse,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,40.86925287356321,4.672559647286572,0.6658315658569336,0.6820827126502991,-0.01625114679336548
Abuse,Stealing,12,0,stealing a person secretly stealing an unattended object,53.82543103448276,6.980031543325711,0.8628643155097961,0.8447384834289551,0.018125832080841064
Abuse,Vandalism,13,0,vandalism someone striking public property until visible damage appears,61.13505747126437,7.070870170128053,0.9726177453994751,0.9523077607154846,0.02030998468399048
Arrest,Normal,0,0,normal an orderly scene with predictable everyday human activity,40.814263057227244,26.90859288713692,0.5183455944061279,0.5656284689903259,-0.047282874584198
Arrest,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,65.27264914095898,33.547400638517985,0.5983937978744507,0.4786466658115387,0.11974713206291199
Arrest,Arrest,2,0,arrest a person being arrested by uniformed police officers,67.0158279375048,44.42616161822933,0.5798306465148926,0.42509299516677856,0.154737651348114
Arrest,Arson,3,0,arson a person lighting material before flames spread,66.00628170749883,40.49494496504645,0.5317658185958862,0.341713011264801,0.1900528073310852
Arrest,Assault,4,0,assault an attacker swinging arms repeatedly at another person,65.26830323062967,35.17356565710226,0.5737645626068115,0.4036885201931,0.17007604241371155
Arrest,Burglary,5,0,burglary a person illegally entering a building to steal property,54.70776496540316,28.286483131844918,0.5689054131507874,0.47853904962539673,0.09036636352539062
Arrest,Explosion,6,0,explosion a powerful blast destroying an object or structure,67.68109385252065,48.231704879955,0.5373571515083313,0.31945323944091797,0.21790391206741333
Arrest,Fighting,7,0,fighting a public fight where both sides are physically attacking,66.86679578767477,37.835224205740275,0.5849172472953796,0.4337303638458252,0.15118688344955444
Arrest,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,65.09027980695757,42.055070819003305,0.5209701061248779,0.3304766118526459,0.19049349427223206
Arrest,Robbery,9,0,robbery a threatening person demanding valuables from a victim,58.87357822826045,33.88983318008172,0.5858464241027832,0.4516434967517853,0.13420292735099792
Arrest,Shooting,10,0,shooting a shooting incident involving a visible gun,64.28387906362416,34.667959573850275,0.5687087178230286,0.39288783073425293,0.17582088708877563
Arrest,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,54.07929230584434,26.282860751662046,0.4720786511898041,0.35447990894317627,0.11759874224662781
Arrest,Stealing,12,0,stealing a person secretly stealing an unattended object,54.866680684610984,43.533996413612996,0.4978445768356323,0.35009172558784485,0.14775285124778748
Arrest,Vandalism,13,0,vandalism someone striking public property until visible damage appears,63.86185700718578,39.541472512120656,0.5670369863510132,0.40984469652175903,0.15719228982925415
Arson,Normal,0,0,normal an orderly scene with predictable everyday human activity,53.12167114757895,29.830017458025914,0.5379768013954163,0.5268835425376892,0.01109325885772705
Arson,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,71.84295740572443,50.571142784841626,0.7130512595176697,0.4106062352657318,0.30244502425193787
Arson,Arrest,2,0,arrest a person being arrested by uniformed police officers,75.95745805220719,55.810508565748016,0.7949142456054688,0.4400002062320709,0.3549140393733978
Arson,Arson,3,0,arson a person lighting material before flames spread,75.70071709126839,52.47407788606544,0.9167360067367554,0.5634335875511169,0.3533024191856384
Arson,Assault,4,0,assault an attacker swinging arms repeatedly at another person,76.1543516584489,56.08994118871777,0.853330135345459,0.483148455619812,0.370181679725647
Arson,Burglary,5,0,burglary a person illegally entering a building to steal property,71.42858581632537,44.86291855013418,0.8708727955818176,0.5173510313034058,0.35352176427841187
Arson,Explosion,6,0,explosion a powerful blast destroying an object or structure,81.2968139371947,58.75741547610451,0.8672004342079163,0.481814980506897,0.3853854537010193
Arson,Fighting,7,0,fighting a public fight where both sides are physically attacking,74.9797749828516,56.909672153047765,0.8037266135215759,0.45751792192459106,0.34620869159698486
Arson,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,77.08002001289356,53.14764806033841,0.8834261894226074,0.5153672695159912,0.3680589199066162
Arson,Robbery,9,0,robbery a threatening person demanding valuables from a victim,70.7714423050965,44.83022816090465,0.7633617520332336,0.4542135000228882,0.30914825201034546
Arson,Shooting,10,0,shooting a shooting incident involving a visible gun,73.51004248876568,49.36519904954193,0.8467796444892883,0.4900975823402405,0.35668206214904785
Arson,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,68.93812565665786,46.90208437568687,0.48631277680397034,0.3052528500556946,0.18105992674827576
Arson,Stealing,12,0,stealing a person secretly stealing an unattended object,65.19492206969299,38.442105983975715,0.8935112953186035,0.5412782430648804,0.35223305225372314
Arson,Vandalism,13,0,vandalism someone striking public property until visible damage appears,74.7647415815383,45.32714652260024,0.9178203344345093,0.5583064556121826,0.35951387882232666
Assault,Normal,0,0,normal an orderly scene with predictable everyday human activity,56.433925567260616,39.88582495381472,0.8046151399612427,0.8041918873786926,0.00042325258255004883
Assault,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,22.942493579964594,22.55085974044099,0.8593708276748657,0.8776883482933044,-0.01831752061843872
Assault,Arrest,2,0,arrest a person being arrested by uniformed police officers,31.605196795183303,26.582193017183048,0.8076016902923584,0.8425242900848389,-0.03492259979248047
Assault,Arson,3,0,arson a person lighting material before flames spread,27.86985708646647,25.091804152678108,0.6252685189247131,0.7711350917816162,-0.14586657285690308
Assault,Assault,4,0,assault an attacker swinging arms repeatedly at another person,38.67565417825786,29.761304617329955,0.8564286231994629,0.8575798273086548,-0.0011512041091918945
Assault,Burglary,5,0,burglary a person illegally entering a building to steal property,70.35331618269585,61.88971380781945,0.9360157251358032,0.9021464586257935,0.033869266510009766
Assault,Explosion,6,0,explosion a powerful blast destroying an object or structure,31.73073929507319,25.893101377220017,0.603374719619751,0.7276631593704224,-0.12428843975067139
Assault,Fighting,7,0,fighting a public fight where both sides are physically attacking,33.909214561264,26.60846345429168,0.8576110601425171,0.863187849521637,-0.005576789379119873
Assault,RoadAccidents,8,0,roadAccidents a vehicle collision causing roadway impact and disruption,82.0222817372783,79.15080594099652,0.8216829895973206,0.6898353099822998,0.13184767961502075
Assault,Robbery,9,0,robbery a threatening person demanding valuables from a victim,91.33521950778635,90.99058825324893,0.9658574461936951,0.91363126039505,0.05222618579864502
Assault,Shooting,10,0,shooting a shooting incident involving a visible gun,28.888711993510153,26.30528406477585,0.7343882918357849,0.8327444195747375,-0.09835612773895264
Assault,Shoplifting,11,0,shoplifting a person secretly taking merchandise from a store without paying,95.02153756190572,95.28208810245,0.9640253186225891,0.7863858938217163,0.1776394248008728
Assault,Stealing,12,0,stealing a person secretly stealing an unattended object,96.61191957158324,95.04120434877427,0.9530395865440369,0.8396620750427246,0.11337751150131226
Assault,Vandalism,13,0,vandalism someone striking public property until visible damage appears,28.31656014591544,27.97497893308677,0.7734655737876892,0.8418492078781128,-0.06838363409042358
Burglary,Normal,0,0,normal an orderly scene with predictable everyday human activity,37.75524190170438,15.734746366098754,0.4841502904891968,0.5600248575210571,-0.07587456703186035
Burglary,Abuse,1,0,abuse a vulnerable victim enduring repeated close range mistreatment,58.34848330076989,28.318949920673376,0.6261879801750183,0.5184605717658997,0.10772740840911865
Burglary,Arrest,2,0,arrest a person being arrested by uniformed police officers,64.06339225635045,36.220510651725014,0.5997748374938965,0.4510570764541626,0.1487177610397339
Burglary,Arson,3,0,arson a person lighting material before flames spread,61.73575341201831,31.22165675846127,0.7092524170875549,0.6658538579940796,0.04339855909347534
Burglary,Assault,4,0,assault an attacker swinging arms repeatedly at another person,65.42170002343333,40.767805130379074,0.6677980422973633,0.5223659873008728,0.14543205499649048
Burglary,Burglary,5,0,burglary a person illegally entering a building to steal property,58.363734284975656,24.831320474431607,0.7651236057281494,0.7846556305885315,-0.01953202486038208
Burglary,Explosion,6,0,explosion a powerful blast destroying an object or structure,63.13221087617313,34.810647067060316,0.5090609788894653,0.3798140585422516,0.12924692034721375
