eval_video_label,prompt_class_name,prompt_class_index,prompt_index,prompt_text,auc,ap,positive_mean,negative_mean,margin
Abuse,Normal,0,0,pedestrians walking calmly along a quiet street,53.67816091954023,8.760551917512734,0.7004621028900146,0.6907004714012146,0.009761631488800049
Abuse,Normal,0,1,people chatting casually in an ordinary public area,38.638649425287355,4.574143621828834,0.5940048098564148,0.612101137638092,-0.018096327781677246
Abuse,Normal,0,2,vehicles moving normally through regular traffic flow,58.57758620689655,9.728112745574963,0.7609363794326782,0.7486472129821777,0.012289166450500488
Abuse,Normal,0,3,shoppers browsing shelves and paying at checkout,31.13864942528736,4.092630303839113,0.6205156445503235,0.6744793653488159,-0.05396372079849243
Abuse,Normal,0,4,workers performing routine tasks in a calm store,24.82758620689655,3.8647372177420634,0.5529778599739075,0.5984277129173279,-0.04544985294342041
Abuse,Normal,0,5,pedestrians crossing a walkway with regular spacing,55.272988505747136,9.316220114813818,0.675359845161438,0.6580142974853516,0.017345547676086426
Abuse,Normal,0,6,people entering and exiting buildings at a steady pace,63.19683908045977,7.530740427822974,0.6617891192436218,0.6315135955810547,0.03027552366256714
Abuse,Normal,0,7,a public area with ordinary walking and waiting,68.49137931034483,9.23230312214437,0.6165573000907898,0.5974135398864746,0.019143760204315186
Abuse,Normal,0,8,people standing calmly near counters and doorways,52.381465517241374,5.724752828238851,0.5651289224624634,0.5571489930152893,0.007979929447174072
Abuse,Normal,0,9,an orderly scene with predictable everyday activity,29.86350574712644,4.060852220244036,0.681863009929657,0.7238044142723083,-0.04194140434265137
Abuse,Abuse,1,0,a surveillance frame of an aggressor striking a vulnerable victim,58.272270114942536,6.654283770694683,0.961135983467102,0.8753822445869446,0.08575373888015747
Abuse,Abuse,1,1,a person forcefully pushing a helpless victim against furniture,58.14655172413793,6.678859031518625,0.9659473299980164,0.9078449606895447,0.05810236930847168
Abuse,Abuse,1,2,a dominant person grabbing and controlling a weaker victim,59.90301724137931,7.128280335749551,0.9752309918403625,0.9177330136299133,0.05749797821044922
